SUBJECT.NAME	Biochem.Albumin	Biochem.ALP	Biochem.ALT	Biochem.AST	Biochem.Calcium	Biochem.Chloride	Biochem.Creatinine	Biochem.Glucose	Biochem.HDL	Biochem.LDL	Biochem.Phosphorous	Biochem.Potassium	Biochem.Sodium	Biochem.Tot.Cholesterol	Biochem.Tot.Protein	Biochem.Triglycerides	Biochem.Urea	EndNormalBW	Date.StudyDay	Date.Season	Date.Month	Date.Year	Family	GENDER	Age	CageDensity	Litter
A053364292	34.2	104	NA	NA	1.88	86	24	4.79	1.84	0.43	3.39	NA	118	4.97	NA	NA	6.5	27.7	165	summer	7	2003	F4.3:A2.2(5) F4.3:E1.2(4)	M	64	4	1
A053364298	30.6	121	33	120	NA	96	18	10.25	2.01	0.52	3.08	NA	133	3.83	NA	0.8	NA	25.7	192	summer	7	2003	H5.3:C2.2(6) H5.3:G5.2(4)	M	65	6	2
A053366615	30	209	35	85	2.28	97	23	10.37	1.84	0.29	2.7	NA	137	2.68	48.8	0.49	7.2	22	215	summer	8	2003	A5.3:D1.2(5) A5.3:H3.2(5)	M	65	4	2
A053368562	27.1	119	28	143	1.93	97	18	8.34	1.58	0.24	2	NA	137	2.62	49.1	0.35	4.5	26.8	215	summer	8	2003	H5.3:C2.2(6) H5.3:G5.2(4)	M	63	4	3
A053370831	28.3	123	35	197	1.97	96	20	9.75	1.58	0.35	2.4	NA	129	2.61	44.5	0.25	11.1	18.9	222	summer	8	2003	F2.3:A1.2(5) F2.3:E4.2(4)	F	68	4	3
A053372091	28.4	101	20	93	2.06	90	21	NA	1.95	0.45	2.55	NA	125	3.24	48.6	0.7	6.2	24.8	180	summer	7	2003	C4.3:F5.2(4) C4.3:B2.2(4)	F	65	6	1
A053373276	28.1	131	NA	436	NA	93	NA	8.69	0.9	0.39	NA	NA	129	2.4	NA	0.27	NA	18.1	187	summer	7	2003	D4.3:G3.2(4) D4.3:C1.2(5)	F	67	4	2
A053374769	26.9	50	33	99	2.16	86	26	11.1	2.16	NA	3.43	NA	124	4.25	54.3	1.31	9.6	27.6	179	summer	7	2003	C4.3:F5.2(4) C4.3:B2.2(4)	M	64	4	1
A053374870	33	145	27	76	2.28	100	17	8.7	1.78	0.36	2.57	NA	140	3.04	55.7	0.45	9.6	25.2	228	autumn	9	2003	F1.4:A2.3(2) F1.4:E1.3(3)	M	67	4	1
A053376341	33.1	123	35	93	NA	103	23	NA	1.74	0.57	2.59	NA	142	2.94	NA	0.56	NA	23.4	187	summer	7	2003	E1.3:H1.2(3) E1.3:D1.2(3)	F	65	4	2
A053377861	29.2	97	62	432	1.94	94	23	10.88	2.17	0.32	1.82	NA	126	3.31	47.1	0.75	6.4	19.5	152	summer	6	2003	A4.3:D1.2(5) A4.3:H5.2(4)	F	67	6	1
A053380881	35.5	NA	NA	NA	NA	98	NA	2.9	0.95	0.6	2.5	NA	136	NA	53.4	NA	NA	26.5	221	summer	8	2003	F2.3:A1.2(5) F2.3:E4.2(4)	M	67	6	3
A053381283	29.3	97	62	NA	NA	92	NA	12.49	1.1	0.4	2.43	NA	125	2.85	NA	0.25	NA	21.5	187	summer	7	2003	E1.3:H1.2(3) E1.3:D1.2(3)	F	65	4	2
A053381362	28.9	57	86	433	1.9	94	22	8.25	1.45	0.37	3.06	NA	126	3.11	47.9	0.35	7.1	22.6	166	summer	7	2003	G3.3:B1.2(4) G3.3:F1.2(4)	F	65	6	2
A053382037	25.9	91	NA	NA	1.99	94	21	6.61	0.92	0.56	2.38	NA	128	2.12	43.4	0.75	8.1	22.4	151	summer	6	2003	C2.3:F2.2(3) C2.3:B2.2(3)	M	64	4	2
A053382347	36.1	NA	NA	NA	1.52	78	NA	4.9	NA	NA	2.59	NA	NA	NA	NA	NA	NA	25.6	165	summer	7	2003	E2.3:H2.2(3) E2.3:D4.2(2)	M	65	4	3
A053512777	25.9	NA	NA	NA	1.83	97	NA	7.47	0.99	0.29	3.51	NA	136	2.02	44.1	0.39	9.8	21.4	194	summer	8	2003	G4.3:B5.2(3) G4.3:F2.2(3)	F	68	6	5
A053515788	28.3	118	NA	430	1.97	89	NA	10.6	1.26	0.3	2.59	NA	124	2.48	48.1	0.26	10.2	17.6	159	summer	6	2003	F3.3:A2.2(5) F3.3:E1.2(4)	F	66	5	2
A053517124	29.8	112	30	105	2.07	86	NA	13.73	0.99	0.38	2.85	NA	120	2.48	48.7	0.63	6.9	22.6	229	autumn	9	2003	B1.4:E1.3(3) B1.4:A2.3(2)	F	66	4	2
A053521596	28.4	128	67	124	1.99	94	20	8.9	1.76	0.38	2.49	NA	128	3.12	51.1	0.4	NA	29.1	172	summer	7	2003	C1.3:F3.2(3) C1.3:B1.2(3)	M	65	5	3
A053523614	27.2	NA	NA	NA	2.14	99	NA	12.13	1.26	0.28	2.47	6.3	146	1.99	45.3	0.54	9.7	20.8	194	summer	8	2003	A5.3:D1.2(5) A5.3:H3.2(5)	F	67	6	1
A053524010	32.3	145	32	276	1.92	87	22	8.76	1.2	0.28	2.5	NA	116	2.89	50	NA	5.8	21.8	152	summer	6	2003	C1.3:F3.2(3) C1.3:B1.2(3)	F	67	5	2
A053537328	29.4	98	27	144	2.09	89	23	11.02	NA	0.41	3.71	NA	125	3.45	50.7	0.42	8.7	21.1	173	summer	7	2003	G4.3:B5.2(3) G4.3:F2.2(3)	F	71	7	4
A053538123	31.8	154	26	92	2.42	102	20	8.07	1.65	0.39	2.84	NA	141	2.68	51.8	0.55	10.1	29	228	autumn	9	2003	F1.4:A2.3(2) F1.4:E1.3(3)	M	67	4	1
A053539264	NA	51	NA	NA	NA	87	19	7.26	0.87	NA	2.25	NA	119	1.84	NA	0.21	NA	15.1	159	summer	6	2003	F3.3:A2.2(5) F3.3:E1.2(4)	F	66	5	2
A053542615	28.2	157	63	353	NA	100	22	12.92	1.13	0.45	NA	NA	138	2.35	NA	0.52	NA	19.4	187	summer	7	2003	E1.3:H1.2(3) E1.3:D1.2(3)	F	65	4	2
A053543610	30.1	126	41	69	2.32	105	27	6.07	2.42	0.46	2.58	8.7	142	3.44	51.4	0.85	8.8	28.1	158	summer	6	2003	D1.3:G3.2(5) D1.3:C2.2(3)	M	66	7	1
A053544524	26	127	23	91	1.98	97	18	5.24	1.54	0.2	2.84	NA	136	2.9	50	0.59	6.7	27.7	208	summer	8	2003	B1.4:E1.3(3) B1.4:A2.3(2)	M	68	4	1
A053548812	28.1	143	24	100	1.93	97	20	13	1.9	0.43	1.83	NA	137	3.6	49.6	0.55	7	24.3	221	summer	8	2003	E5.3:H5.2(6) E5.3:D3.2(5)	M	67	6	2
A053550328	29.8	NA	33	97	2.04	92	NA	10.87	NA	0.27	2.58	NA	132	3	54.2	0.41	6.5	28.4	202	summer	8	2003	A1.4:D2.3(2) A1.4:H1.3(2)	M	64	3	1
A053551822	30.6	91	26	119	2.12	89	22	NA	1.27	0.33	1.98	NA	123	3.14	51	0.44	5.2	22.1	180	summer	7	2003	A2.3:D5.2(3) A2.3:H3.2(3)	F	66	4	2
A053557530	31.8	130	31	115	2.21	97	20	13.51	1.13	0.4	2.36	NA	133	2.28	50.6	0.34	6.2	23.8	173	summer	7	2003	C1.3:F3.2(3) C1.3:B1.2(3)	F	66	3	3
A053558768	27.2	104	25	91	1.98	97	21	11.12	1.61	0.24	2.97	NA	137	2.88	50.9	0.72	10.8	26.5	208	summer	8	2003	B1.4:E1.3(3) B1.4:A2.3(2)	M	68	4	1
A053559068	32.3	183	27	80	2.33	98	23	NA	1.73	0.37	2.04	NA	138	2.65	48.1	0.67	7.1	21.5	214	summer	8	2003	C1.3:F3.2(3) C1.3:B1.2(3)	F	66	4	5
A053560346	27.3	112	38	102	2.16	99	24	10.18	1.72	0.31	2.62	NA	133	2.98	51.4	0.79	6.3	23.8	165	summer	7	2003	UnknownFather3 UnknownMother3	M	66	4	2
A053561870	30	140	30	93	2.08	96	23	9.49	2.66	0.34	2.47	NA	134	3.93	53.8	0.54	8.1	24.2	179	summer	7	2003	B3.3:E1.2(3) B3.3:A2.2(3)	M	65	4	3
A053562842	27.7	123	30	122	2.03	96	22	9.61	1.68	0.33	2.67	NA	137	3.47	50.6	0.41	8.2	25.2	215	summer	8	2003	A5.3:D1.2(5) A5.3:H3.2(5)	M	65	4	2
A053563030	31.5	149	27	142	2.01	97	18	7.86	1.36	0.47	2.51	NA	137	2.84	51.1	0.19	10.9	17	NA	NA	NA	NA	F5.3:E2.2(6) F5.3:A3.2(5)	F	66	6	2
A053563588	31.5	79	30	124	2.15	93	22	NA	1.67	0.39	3.41	NA	129	3.39	52.4	0.34	10.2	19.3	173	summer	7	2003	G4.3:B5.2(3) G4.3:F2.2(3)	F	71	7	4
A053564374	30.6	80	24	160	1.72	81	NA	7.49	1.26	0.36	2.61	NA	110	3.43	49.3	NA	7.1	21	152	summer	6	2003	E5.3:H5.2(6) E5.3:D3.2(5)	F	64	5	1
A053564582	30.9	105	34	156	2.12	97	20	13.64	1.23	0.37	2.64	NA	132	2.91	51.8	1.05	5.7	25	173	summer	7	2003	F4.3:A2.2(5) F4.3:E1.2(4)	F	72	4	1
A053568862	24.3	69	48	378	1.71	86	20	9.05	1.45	0.22	1.72	NA	118	2.52	40.7	0.69	6.3	16.8	152	summer	6	2003	E5.3:H5.2(6) E5.3:D3.2(5)	F	64	5	1
A053573352	24.1	110	21	91	2.03	97	NA	8.21	2.1	0.52	2.35	NA	128	3.18	45.1	0.58	6.8	23.7	151	summer	6	2003	F2.3:A1.2(5) F2.3:E4.2(4)	M	63	4	1
A053573885	27	183	56	141	2.1	95	19	14	2.16	0.47	2.59	NA	131	3.49	50.8	NA	8.1	29.7	179	summer	7	2003	C4.3:F5.2(4) C4.3:B2.2(4)	M	64	4	1
A053575633	32.5	155	31	145	NA	100	NA	4.92	2.06	0.42	2.46	NA	134	3.32	NA	0.34	NA	21.2	187	summer	7	2003	F5.3:E2.2(6) F5.3:A3.2(5)	F	67	4	1
A053576623	29.5	141	64	359	1.71	97	17	7.82	NA	0.49	2.36	NA	137	3.27	48.7	NA	8.2	19.8	222	summer	8	2003	C1.4:F1.3(3) C1.4:B4.3(4)	F	64	4	1
A053577791	28.9	141	25	155	2.07	93	18	8.42	1.35	0.3	2.18	NA	128	2.29	50.4	0.22	11.2	18	159	summer	6	2003	F3.3:A2.2(5) F3.3:E1.2(4)	F	66	5	2
A053579560	33.1	106	33	160	1.94	88	19	10.69	1.24	0.32	2.39	NA	123	3.2	56.1	0.26	6.8	20.2	180	summer	7	2003	B1.3:E2.2(3) B1.3:A2.2(3)	F	65	6	2
A053581777	28.6	94	32	124	2.1	90	19	10.74	1.27	0.37	3.25	NA	129	2.56	49.1	0.27	6.9	20.9	173	summer	7	2003	G4.3:B5.2(3) G4.3:F2.2(3)	F	71	7	4
A053582632	30.1	111	27	131	2.17	102	20	7.69	1.8	0.3	2.51	NA	134	2.96	52.6	0.32	5.8	23.7	166	summer	7	2003	H5.3:C2.2(6) H5.3:G5.2(4)	F	65	4	1
A053583638	32.9	182	55	156	2.11	90	18	9.46	1.7	NA	2.74	NA	126	3.21	52.7	0.35	9	24.9	222	summer	8	2003	E5.3:H5.2(6) E5.3:D3.2(5)	F	68	4	2
A053589026	30.3	132	29	95	2.14	103	22	14.07	2.23	0.32	2.59	NA	139	3.23	53.2	0.84	7.7	25.5	172	summer	7	2003	A4.3:D1.2(5) A4.3:H5.2(4)	M	63	5	2
A053592775	28.4	113	54	283	1.93	96	20	6.8	1.7	0.32	2.78	NA	130	3.18	51.2	0.35	8	28	172	summer	7	2003	B5.3:E1.2(5) B5.3:A2.2(5)	M	65	6	2
A053593532	23.3	87	78	NA	NA	81	17	6.36	0.71	0.25	2.3	NA	111	2.74	37.5	NA	6.5	14.7	201	summer	8	2003	A1.3:D1.2(3) A1.3:H1.2(3)	F	66	5	3
A053594023	NA	96	22	83	1.51	97	NA	5.12	1.79	0.31	NA	NA	137	2.86	38.3	0.62	4.8	29.7	221	summer	8	2003	F2.3:A1.2(5) F2.3:E4.2(4)	M	67	6	3
A053596619	30.2	108	42	331	1.76	88	NA	7.5	1.75	0.48	2.49	NA	119	3.57	46.6	NA	6.9	20	222	summer	8	2003	C1.4:F1.3(3) C1.4:B4.3(4)	F	64	4	1
A053597769	28.2	125	35	108	1.99	89	NA	7.76	1.22	0.35	2.41	NA	121	2.6	45.4	0.4	6.8	20.1	229	autumn	9	2003	F1.4:A2.3(2) F1.4:E1.3(3)	F	68	4	1
A053603357	28.5	144	24	88	2.05	97	18	6.65	1.34	0.32	3.07	NA	137	2.53	48.9	0.45	6.7	24.8	208	summer	8	2003	H2.3:C5.2(3) H2.3:G2.2(3)	M	66	5	4
A053606015	30.7	103	27	133	1.85	81	NA	6.03	1.49	0.44	2.68	NA	117	3.58	52.5	0.12	7.2	23.5	201	summer	8	2003	F2.3:A1.2(5) F2.3:E4.2(4)	F	64	3	2
A053607343	31.2	86	NA	NA	1.55	79	20	4.72	1.77	0.49	2.05	NA	106	4.81	53.2	NA	5.8	18.5	165	summer	7	2003	A1.3:D1.2(3) A1.3:H1.2(3)	M	67	3	2
A053607576	30.3	235	31	129	NA	97	21	8.17	1.79	0.29	2.69	NA	137	3.01	51.2	0.83	8.3	21.4	215	summer	8	2003	A5.3:D1.2(5) A5.3:H3.2(5)	M	65	4	2
A053607586	31.3	81	30	196	1.8	83	19	10.67	0.94	0.6	2.55	NA	116	3.59	53.4	NA	5.8	17.5	159	summer	6	2003	D4.3:G3.2(4) D4.3:C1.2(5)	F	66	5	1
A053608073	28.4	156	71	389	NA	99	17	8.95	1.08	0.3	2.46	NA	134	2	NA	0.3	NA	21.6	187	summer	7	2003	D4.3:G3.2(4) D4.3:C1.2(5)	F	67	4	2
A053610544	29.8	82	32	88	2.05	95	NA	9.46	1.57	0.38	2.82	NA	128	2.93	52.2	0.23	7.3	27.6	151	summer	6	2003	F2.3:A1.2(5) F2.3:E4.2(4)	M	63	4	1
A053610614	32.9	NA	65	225	2.22	103	NA	7.72	2.35	0.39	2.91	NA	136	3.38	53.9	0.46	12.4	20.6	194	summer	8	2003	G4.3:B5.2(3) G4.3:F2.2(3)	F	68	6	5
A053610886	33.6	108	32	143	1.9	91	19	8.07	1.87	0.48	2.45	NA	119	4.4	57.4	NA	5.5	17.7	165	summer	7	2003	A1.3:D1.2(3) A1.3:H1.2(3)	M	67	3	2
A053611080	32.3	104	52	194	NA	104	24	NA	NA	0.73	3.06	NA	144	4.6	NA	NA	NA	31.5	192	summer	7	2003	H5.3:C2.2(6) H5.3:G5.2(4)	M	65	6	2
A053611854	31.9	78	NA	184	1.96	89	17	8.52	2.09	0.63	2.64	NA	118	4.91	59.6	0.29	7.4	25.8	165	summer	7	2003	UnknownFather3 UnknownMother3	M	66	4	2
A053611862	31.5	136	48	95	NA	99	23	13.93	NA	0.75	1.93	NA	136	4.82	NA	0.56	NA	28	192	summer	7	2003	C1.3:F3.2(3) C1.3:B1.2(3)	M	64	6	4
A053612768	30.5	102	36	187	1.92	97	21	8.21	2.02	0.43	2.51	NA	137	3.77	55.9	0.53	8.7	24	215	summer	8	2003	F1.3:A1.2(3) F1.3:E2.2(3)	M	64	5	3
A053613021	32.4	NA	47	180	1.86	88	NA	6.18	1.41	0.39	2.31	NA	126	3.82	57	0.12	5.5	25.3	202	summer	8	2003	A1.4:D2.3(2) A1.4:H1.3(2)	M	64	3	1
A053614004	27.4	96	23	66	2.26	97	21	8.13	1.95	0.33	2.25	NA	137	3.06	50.5	0.89	9.5	28.3	208	summer	8	2003	B1.4:E1.3(3) B1.4:A2.3(2)	M	68	4	1
A053614010	33.6	147	26	159	1.93	89	21	8.17	0.94	0.37	3.56	NA	120	3.1	54.3	0.17	7.8	21.6	180	summer	7	2003	C4.3:F5.2(4) C4.3:B2.2(4)	F	65	6	1
A053615533	33.8	115	34	165	1.86	84	17	10.68	1.59	0.51	2.63	NA	118	4.04	55.2	0.12	8	15.9	180	summer	7	2003	B1.3:E2.2(3) B1.3:A2.2(3)	F	65	6	2
A053615847	27.8	175	26	87	2.12	97	25	8.58	1.65	0.34	2.53	NA	137	2.56	46.5	1.26	7.1	23.7	215	summer	8	2003	A5.3:D1.2(5) A5.3:H3.2(5)	M	65	4	2
A053616020	31.3	NA	30	86	2.21	107	NA	10.47	1.63	0.33	2.44	NA	125	2.73	53.3	0.49	7.3	25	194	summer	8	2003	A5.3:D1.2(5) A5.3:H3.2(5)	F	67	6	1
A053616035	28.9	158	33	158	NA	95	17	6.61	2.27	0.39	2.8	NA	132	3.64	NA	0.32	NA	22.5	186	summer	7	2003	E4.3:H4.2(4) E4.3:D3.2(3)	M	65	4	2
A053616606	32.3	52	46	252	1.98	89	NA	9.73	1.96	0.34	2.2	NA	123	3.79	54.4	0.84	6.7	31.7	152	summer	6	2003	A4.3:D1.2(5) A4.3:H5.2(4)	F	67	6	1
A053617622	29.3	127	58	NA	1.62	83	NA	4.44	1.25	0.41	2.55	NA	115	3.52	48.3	NA	7.4	17.1	166	summer	7	2003	A1.3:D1.2(3) A1.3:H1.2(3)	F	68	6	2
A053617890	27.9	144	20	57	2.13	97	21	8.26	1.52	0.36	2.1	NA	137	2.58	49.7	0.51	7.3	24.1	208	summer	8	2003	H2.3:C5.2(3) H2.3:G2.2(3)	M	66	5	4
A053619006	30.4	111	NA	206	1.77	86	23	5.4	1.5	0.37	2.98	NA	115	4.25	55.9	NA	7.4	25.6	165	summer	7	2003	F4.3:A2.2(5) F4.3:E1.2(4)	M	64	4	1
A053619368	26.1	102	81	NA	1.62	89	NA	4.25	1.56	0.21	2.82	NA	120	3.07	44.7	0.15	7	15.3	166	summer	7	2003	A1.3:D1.2(3) A1.3:H1.2(3)	F	68	6	2
A053620586	28.6	114	26	85	NA	102	22	12.5	1.66	0.47	2.33	NA	135	2.99	NA	0.46	NA	26.7	NA	NA	NA	NA	H2.3:C5.2(3) H2.3:G2.2(3)	M	67	4	3
A053622311	29.6	115	26	98	2.07	97	18	7.37	1.61	0.4	2.58	NA	137	3.1	52.3	0.19	6	26.4	208	summer	8	2003	H2.3:C5.2(3) H2.3:G2.2(3)	M	66	5	4
A053622625	29.3	101	30	84	2.12	91	NA	11.59	2	0.47	2.47	NA	130	3.45	51.4	0.88	8.3	24	228	autumn	9	2003	F1.4:A2.3(2) F1.4:E1.3(3)	M	67	4	1
A053622854	24.8	NA	NA	389	1.75	97	NA	5.33	0.89	0.3	2.53	NA	117	2.37	41.7	0.21	8.3	18.1	194	summer	8	2003	G4.3:B5.2(3) G4.3:F2.2(3)	F	68	6	5
A053624045	31.1	127	NA	NA	2.19	92	20	NA	1.59	0.4	2.47	NA	126	3.16	53.5	0.18	7.9	32.5	228	autumn	9	2003	C5.3:F2.2(5) C5.3:B1.2(5)	M	67	2	1
A053625123	32	NA	66	152	2.06	93	NA	8.64	1.35	NA	2.39	NA	130	3.19	57.2	0.35	6	28.3	202	summer	8	2003	A1.4:D2.3(2) A1.4:H1.3(2)	M	64	3	1
A053625512	30.2	168	55	232	2.19	101	17	5.16	2.7	0.39	2.58	NA	137	3.76	53.2	0.47	6.1	16.2	166	summer	7	2003	A1.3:D1.2(3) A1.3:H1.2(3)	F	68	6	2
A053625622	33.3	216	27	91	2.26	97	23	10.11	2.02	NA	2.35	NA	137	3.43	51.7	0.22	9.5	20.5	214	summer	8	2003	F1.3:A1.2(3) F1.3:E2.2(3)	F	65	4	3
A053625627	35	205	24	120	2.2	102	NA	5.18	1.47	0.32	NA	NA	136	2.73	56	0.59	9.5	21.2	180	summer	7	2003	C4.3:F5.2(4) C4.3:B2.2(4)	F	65	6	1
A053625841	25.5	147	33	114	NA	99	21	10.36	2.18	0.47	NA	NA	131	3.5	NA	0.78	NA	25.6	186	summer	7	2003	G5.3:B2.2(5) G5.3:F2.2(7)	M	67	4	2
A053627600	28.7	169	38	91	NA	102	21	12.95	2.2	0.59	2.39	NA	138	3.83	NA	0.61	NA	29.1	192	summer	7	2003	C1.3:F3.2(3) C1.3:B1.2(3)	M	64	6	4
A053627847	33.8	92	32	129	2.13	92	25	4.13	1.53	0.46	NA	NA	126	3.62	56.8	0.27	8.6	26.5	151	summer	6	2003	C2.3:F2.2(3) C2.3:B2.2(3)	M	64	4	2
A053627872	31	109	29	113	2.04	89	NA	7.93	1.17	0.44	3.15	NA	124	2.58	48.3	0.19	7	21.4	229	autumn	9	2003	D1.3:G3.2(5) D1.3:C2.2(3)	F	68	3	3
A053628616	30.2	119	19	89	2.01	93	23	9.92	1.65	0.3	2.32	NA	129	3.01	52.5	0.71	8.7	26	179	summer	7	2003	B3.3:E1.2(3) B3.3:A2.2(3)	M	65	4	3
A053629514	28.8	141	28	127	1.81	97	18	3.88	NA	0.48	NA	NA	137	4.72	NA	0.93	6.5	22.7	208	summer	8	2003	F5.3:E2.2(6) F5.3:A3.2(5)	M	65	5	2
A053632861	26.3	119	32	106	1.97	95	19	5.8	2.34	0.44	2.5	NA	129	3.51	49.3	0.57	8.1	29.6	172	summer	7	2003	A4.3:D1.2(5) A4.3:H5.2(4)	M	63	5	2
A053774578	29	89	31	120	1.86	91	20	4.09	1.89	0.4	3.09	NA	127	3.67	51.9	0.26	8.1	23.3	165	summer	7	2003	E2.3:H2.2(3) E2.3:D4.2(2)	M	65	4	3
A053775361	29.5	NA	15	125	2.18	98	NA	11.16	1.75	0.26	2.1	NA	131	2.72	50.5	0.34	4.6	20.6	194	summer	8	2003	H5.3:C2.2(6) H5.3:G5.2(4)	F	66	4	2
A053776778	30.2	NA	26	87	2.07	96	NA	6.31	1.96	0.36	2.83	6.4	128	3.45	52.5	0.81	9.1	31.9	202	summer	8	2003	UnknownFather6 UnknownMother6	M	65	6	1
A053781297	29	120	68	429	1.9	97	NA	6.81	1.37	0.34	2.44	NA	137	2.91	48.8	NA	10.2	16.4	NA	NA	NA	NA	F5.3:E2.2(6) F5.3:A3.2(5)	F	66	6	2
A053785895	32.2	178	NA	395	2	97	18	8.65	1.6	0.45	2.33	NA	128	2.89	48.8	0.14	12.8	17.5	222	summer	8	2003	C1.4:F1.3(3) C1.4:B4.3(4)	F	64	4	1
A053786092	30.2	138	81	242	2.18	97	25	11.4	2.22	0.5	2.34	NA	134	3.5	55.2	0.72	NA	32.1	172	summer	7	2003	C1.3:F3.2(3) C1.3:B1.2(3)	M	65	5	3
A053790005	30.5	110	NA	NA	1.87	95	19	6.62	1.81	0.5	2.57	NA	126	3.95	55.2	NA	9.4	28.2	165	summer	7	2003	E2.3:H2.2(3) E2.3:D4.2(2)	M	65	4	3
A053791356	30.1	113	31	139	1.88	89	18	9.88	1.34	0.26	2.45	NA	120	2.79	47.7	0.19	7.6	17.3	152	summer	6	2003	E5.3:H5.2(6) E5.3:D3.2(5)	F	64	5	1
A053796333	28.7	80	48	166	1.84	86	20	9.2	1.99	0.41	2.92	NA	118	4.39	54.2	NA	8.1	26.6	165	summer	7	2003	F4.3:A2.2(5) F4.3:E1.2(4)	M	64	4	1
A053798358	27.9	116	29	79	2.06	93	20	9.19	1.88	0.37	2.23	NA	130	3.09	52	0.92	4.4	24.7	158	summer	6	2003	D1.3:G3.2(5) D1.3:C2.2(3)	M	66	7	1
A053802801	31.6	142	24	129	NA	101	22	11.06	1.49	0.51	NA	NA	136	2.72	NA	0.19	NA	18.8	187	summer	7	2003	B2.3:E3.2(3) B2.3:A4.2(3)	F	66	4	2
A053804113	28.7	96	NA	NA	1.81	91	23	11.28	0.98	0.29	2.82	NA	121	2.99	45.1	0.32	8.1	26.1	159	summer	6	2003	G5.3:B2.2(5) G5.3:F2.2(7)	F	66	4	1
A053807280	22.5	55	NA	NA	1.55	82	NA	10.12	1.24	0.27	2.93	NA	116	2.82	39.9	0.17	6.9	18.3	159	summer	6	2003	F3.3:A2.2(5) F3.3:E1.2(4)	F	66	5	2
A053811085	27.8	161	22	81	2.22	95	23	13.19	1.71	0.39	2.06	7.7	128	2.65	47.3	0.79	7	20.4	201	summer	8	2003	F2.3:A1.2(5) F2.3:E4.2(4)	F	64	3	2
A053812366	30.2	143	22	131	2.07	88	18	9.81	1.58	0.43	3.27	NA	125	2.86	50.3	0.23	6.3	19.8	229	autumn	9	2003	D1.3:G3.2(5) D1.3:C2.2(3)	F	68	3	3
A053819563	36.2	NA	NA	NA	1.99	87	NA	10.63	2.23	0.67	2.76	NA	136	2.76	NA	NA	5.7	29.5	202	summer	8	2003	G1.3:B1.2(3) G1.3:F3.2(3)	M	63	4	1
A054084284	34.1	NA	39	182	2.04	86	NA	6.79	1.41	0.45	2.44	NA	119	3.78	57.4	NA	5.1	16.3	194	summer	8	2003	H5.3:C2.2(6) H5.3:G5.2(4)	F	66	4	2
A054090550	29.8	NA	32	112	2.15	101	NA	5.64	1.84	0.32	3.01	NA	134	2.89	51.3	0.5	8.3	28.3	202	summer	8	2003	UnknownFather6 UnknownMother6	M	65	6	1
A054091270	29.1	113	55	131	2.29	103	24	11.59	NA	NA	2.7	NA	140	3.81	55	0.63	9.9	24.4	158	summer	6	2003	D1.3:G3.2(5) D1.3:C2.2(3)	M	66	7	1
A062882537	27.1	124	13	139	1.84	86	NA	5.34	NA	NA	NA	NA	116	NA	51.7	NA	8.1	26.6	NA	NA	NA	NA	D3.5:G4.4(2) D3.5:C4.4(3)	M	71	4	2
A062882785	30.7	129	21	119	2.05	96	18	6.54	1.66	0.32	NA	NA	131	2.85	51.5	0.53	8.9	19.8	229	autumn	9	2003	G5.3:B2.2(5) G5.3:F2.2(7)	F	66	5	3
A062882891	28.9	106	17	77	1.97	98	NA	NA	1.76	0.31	2.2	NA	133	3.14	52	0.48	6.2	30.9	368	winter	1	2004	C1.5:F2.4(3) C1.5:B1.4(3)	M	82	5	1
A062884359	24.2	112	79	397	1.77	94	19	5.4	1.1	0.25	NA	NA	128	1.97	42.2	0.43	NA	20.7	229	autumn	9	2003	G5.3:B2.2(5) G5.3:F2.2(7)	F	66	5	3
A062893089	29.3	105	32	87	2.31	99	20	10.56	2.71	NA	2.13	NA	137	4.72	53.6	0.93	12.6	33.6	459	spring	4	2004	E2.5:H2.4(3) E2.5:D3.4(3)	M	68	4	2
A063001812	28.3	148	30	99	2.2	101	21	6.49	2.15	NA	2.66	NA	138	3.45	51.2	0.37	8.7	29.9	397	winter	2	2004	D3.4:G5.3(2) D3.4:C5.3(2)	M	63	6	3
A063003538	29.5	145	26	120	2.08	91	19	9.94	0.94	0.31	2.74	NA	126	2.11	49.3	0.29	7.4	17.4	236	autumn	9	2003	H1.4:C2.3(2) H1.4:G1.3(2)	F	65	6	1
A063004568	24.4	107	9	81	1.77	83	NA	4.88	0.86	0.25	2.72	NA	113	1.82	43.3	0.23	6.3	20.5	NA	NA	NA	NA	B2.5:E1.4(5) B2.5:A1.4(6)	F	73	5	3
A063004820	27.5	90	25	81	1.94	94	NA	9.52	1.46	0.79	2.34	NA	128	3.6	52	0.24	5	26.8	368	winter	1	2004	A3.4:D4.3(2) A3.4:H4.3(2)	M	82	3	2
A063004831	32.6	78	19	122	2.23	105	NA	10.77	1.85	0.57	NA	NA	140	3.83	55.7	0.25	10.5	24.3	NA	NA	NA	NA	A2.5:D2.4(4) A2.5:H3.4(2)	F	71	6	2
A063006041	27	121	11	87	1.96	90	NA	5.53	0.72	0.33	2.77	NA	121	1.91	45.9	0.21	6.6	22.7	NA	NA	NA	NA	F3.5:A4.4(3) F3.5:E4.4(3)	F	74	5	2
A063007024	26.8	91	11	95	1.68	93	NA	7.51	1.6	0.24	NA	NA	121	3.33	48	NA	8	29	473	spring	5	2004	H4.4:C2.3(5) H4.4:G3.3(7)	M	74	3	4
